"TL","Echelle de Territoire et Typologie","REG_ID","Région","VAR","Indicateur","SEX","Genre","POS","Position","TIME","Année","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Grandes régions (TL2)","FRG","Pays de la Loire","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","T","Total","ALL","Toutes les régions","2007","2007","100000HAB","Pour 100 000 habitants","0","Unités",,,8.356,,
"2","Grandes régions (TL2)","FRG","Pays de la Loire","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","T","Total","ALL","Toutes les régions","2011","2011","100000HAB","Pour 100 000 habitants","0","Unités",,,0.266,,
"2","Grandes régions (TL2)","FRG","Pays de la Loire","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","T","Total","ALL","Toutes les régions","2015","2015","100000HAB","Pour 100 000 habitants","0","Unités",,,0.255,,
"2","Grandes régions (TL2)","FRG","Pays de la Loire","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","F","Femmes","ALL","Toutes les régions","2005","2005","100000HAB","Pour 100 000 habitants","0","Unités",,,0.25,,
"2","Grandes régions (TL2)","FRG","Pays de la Loire","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","F","Femmes","ALL","Toutes les régions","2012","2012","100000HAB","Pour 100 000 habitants","0","Unités",,,0.28,,
"2","Grandes régions (TL2)","FRG","Pays de la Loire","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","F","Femmes","ALL","Toutes les régions","2015","2015","100000HAB","Pour 100 000 habitants","0","Unités",,,0.21,,
"2","Grandes régions (TL2)","FRG","Pays de la Loire","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","M","Hommes","ALL","Toutes les régions","2003","2003","100000HAB","Pour 100 000 habitants","0","Unités",,,9.543,,
"2","Grandes régions (TL2)","FRG","Pays de la Loire","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","M","Hommes","ALL","Toutes les régions","2012","2012","100000HAB","Pour 100 000 habitants","0","Unités",,,9.167,,
"2","Grandes régions (TL2)","FRH","Bretagne","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","T","Total","ALL","Toutes les régions","2009","2009","100000HAB","Pour 100 000 habitants","0","Unités",,,0.356,,
"2","Grandes régions (TL2)","FRH","Bretagne","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","T","Total","ALL","Toutes les régions","2014","2014","100000HAB","Pour 100 000 habitants","0","Unités",,,9.733,,
"2","Grandes régions (TL2)","FRH","Bretagne","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","F","Femmes","ALL","Toutes les régions","2006","2006","100000HAB","Pour 100 000 habitants","0","Unités",,,0.3,,
"2","Grandes régions (TL2)","FRH","Bretagne","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","F","Femmes","ALL","Toutes les régions","2007","2007","100000HAB","Pour 100 000 habitants","0","Unités",,,0.23,,
"2","Grandes régions (TL2)","FRH","Bretagne","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","F","Femmes","ALL","Toutes les régions","2010","2010","100000HAB","Pour 100 000 habitants","0","Unités",,,9.392,,
"2","Grandes régions (TL2)","FRH","Bretagne","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","F","Femmes","ALL","Toutes les régions","2011","2011","100000HAB","Pour 100 000 habitants","0","Unités",,,0.24,,
"2","Grandes régions (TL2)","FRH","Bretagne","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","F","Femmes","ALL","Toutes les régions","2015","2015","100000HAB","Pour 100 000 habitants","0","Unités",,,10.103,,
"2","Grandes régions (TL2)","FRH","Bretagne","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","M","Hommes","ALL","Toutes les régions","2014","2014","100000HAB","Pour 100 000 habitants","0","Unités",,,9.986,,
"2","Grandes régions (TL2)","FRI","Nouvelle-Aquitaine","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","T","Total","ALL","Toutes les régions","2004","2004","100000HAB","Pour 100 000 habitants","0","Unités",,,0.39,,
"2","Grandes régions (TL2)","FRI","Nouvelle-Aquitaine","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","T","Total","ALL","Toutes les régions","2010","2010","100000HAB","Pour 100 000 habitants","0","Unités",,,10.165,,
"2","Grandes régions (TL2)","FRI","Nouvelle-Aquitaine","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","T","Total","ALL","Toutes les régions","2014","2014","100000HAB","Pour 100 000 habitants","0","Unités",,,0.304,,
"2","Grandes régions (TL2)","FRI","Nouvelle-Aquitaine","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","F","Femmes","ALL","Toutes les régions","2002","2002","100000HAB","Pour 100 000 habitants","0","Unités",,,10.064,,
"2","Grandes régions (TL2)","FRI","Nouvelle-Aquitaine","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","F","Femmes","ALL","Toutes les régions","2011","2011","100000HAB","Pour 100 000 habitants","0","Unités",,,0.19,,
"2","Grandes régions (TL2)","FRI","Nouvelle-Aquitaine","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","M","Hommes","ALL","Toutes les régions","2012","2012","100000HAB","Pour 100 000 habitants","0","Unités",,,0.33,,
"2","Grandes régions (TL2)","FRI","Nouvelle-Aquitaine","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","M","Hommes","ALL","Toutes les régions","2015","2015","100000HAB","Pour 100 000 habitants","0","Unités",,,11.109,,
"2","Grandes régions (TL2)","FRJ","Occitanie","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","T","Total","ALL","Toutes les régions","2009","2009","100000HAB","Pour 100 000 habitants","0","Unités",,,0.367,,
"2","Grandes régions (TL2)","FRJ","Occitanie","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","F","Femmes","ALL","Toutes les régions","2005","2005","100000HAB","Pour 100 000 habitants","0","Unités",,,9.115,,
"2","Grandes régions (TL2)","FRJ","Occitanie","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","M","Hommes","ALL","Toutes les régions","2012","2012","100000HAB","Pour 100 000 habitants","0","Unités",,,0.356,,
"2","Grandes régions (TL2)","FRK","Auvergne-Rhône-Alpes","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","T","Total","ALL","Toutes les régions","2005","2005","100000HAB","Pour 100 000 habitants","0","Unités",,,0.343,,
"2","Grandes régions (TL2)","FRK","Auvergne-Rhône-Alpes","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","T","Total","ALL","Toutes les régions","2009","2009","100000HAB","Pour 100 000 habitants","0","Unités",,,0.335,,
"2","Grandes régions (TL2)","FRK","Auvergne-Rhône-Alpes","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","T","Total","ALL","Toutes les régions","2012","2012","100000HAB","Pour 100 000 habitants","0","Unités",,,0.294,,
"2","Grandes régions (TL2)","FRK","Auvergne-Rhône-Alpes","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","F","Femmes","ALL","Toutes les régions","2004","2004","100000HAB","Pour 100 000 habitants","0","Unités",,,7.534,,
"2","Grandes régions (TL2)","FRK","Auvergne-Rhône-Alpes","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","M","Hommes","ALL","Toutes les régions","2002","2002","100000HAB","Pour 100 000 habitants","0","Unités",,,8.982,,
"2","Grandes régions (TL2)","FRL","Provence-Alpes-Côte d’Azur","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","T","Total","ALL","Toutes les régions","2008","2008","100000HAB","Pour 100 000 habitants","0","Unités",,,9.308,,
"2","Grandes régions (TL2)","FRL","Provence-Alpes-Côte d’Azur","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","T","Total","ALL","Toutes les régions","2009","2009","100000HAB","Pour 100 000 habitants","0","Unités",,,9.363,,
"2","Grandes régions (TL2)","FRL","Provence-Alpes-Côte d’Azur","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","F","Femmes","ALL","Toutes les régions","2009","2009","100000HAB","Pour 100 000 habitants","0","Unités",,,0.32,,
"2","Grandes régions (TL2)","FRL","Provence-Alpes-Côte d’Azur","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","F","Femmes","ALL","Toutes les régions","2010","2010","100000HAB","Pour 100 000 habitants","0","Unités",,,8.927,,
"2","Grandes régions (TL2)","FR1","Île-de-France","LIFE_SEXDIF","      Espérance de vie à la naissance - Différence entre genre en année (femme - homme)","T","Total","ALL","Toutes les régions","2007","2007","YR","Années","0","Unités",,,6.3,,
"2","Grandes régions (TL2)","FR1","Île-de-France","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","T","Total","ALL","Toutes les régions","2008","2008","100000HAB","Pour 100 000 habitants","0","Unités",,,0.422,,
"2","Grandes régions (TL2)","FR1","Île-de-France","LIFE_EXP","      Espérance de vie à la naissance","T","Total","ALL","Toutes les régions","2009","2009","YR","Années","0","Unités",,,83.1,,
"2","Grandes régions (TL2)","FR1","Île-de-France","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","F","Femmes","ALL","Toutes les régions","2001","2001","100000HAB","Pour 100 000 habitants","0","Unités",,,6.519,,
"2","Grandes régions (TL2)","FR1","Île-de-France","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","F","Femmes","ALL","Toutes les régions","2002","2002","100000HAB","Pour 100 000 habitants","0","Unités",,,6.431,,
"2","Grandes régions (TL2)","FR1","Île-de-France","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","M","Hommes","ALL","Toutes les régions","2001","2001","100000HAB","Pour 100 000 habitants","0","Unités",,,0.585,,
"2","Grandes régions (TL2)","FR1","Île-de-France","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","M","Hommes","ALL","Toutes les régions","2014","2014","100000HAB","Pour 100 000 habitants","0","Unités",,,0.375,,
"2","Grandes régions (TL2)","FRB","Centre - Val de Loire","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","M","Hommes","ALL","Toutes les régions","2003","2003","100000HAB","Pour 100 000 habitants","0","Unités",,,10.828,,
"2","Grandes régions (TL2)","FRB","Centre - Val de Loire","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","M","Hommes","ALL","Toutes les régions","2004","2004","100000HAB","Pour 100 000 habitants","0","Unités",,,0.393,,
"2","Grandes régions (TL2)","FRC","Bourgogne-Franche-Comté","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","F","Femmes","ALL","Toutes les régions","2003","2003","100000HAB","Pour 100 000 habitants","0","Unités",,,0.33,,
"2","Grandes régions (TL2)","FRC","Bourgogne-Franche-Comté","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","F","Femmes","ALL","Toutes les régions","2011","2011","100000HAB","Pour 100 000 habitants","0","Unités",,,9.327,,
"2","Grandes régions (TL2)","FRC","Bourgogne-Franche-Comté","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","M","Hommes","ALL","Toutes les régions","2007","2007","100000HAB","Pour 100 000 habitants","0","Unités",,,10.112,,
"2","Grandes régions (TL2)","FRD","Normandie","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","T","Total","ALL","Toutes les régions","2002","2002","100000HAB","Pour 100 000 habitants","0","Unités",,,9.063,,
"2","Grandes régions (TL2)","FRD","Normandie","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","T","Total","ALL","Toutes les régions","2006","2006","100000HAB","Pour 100 000 habitants","0","Unités",,,0.39,,
"2","Grandes régions (TL2)","FRD","Normandie","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","T","Total","ALL","Toutes les régions","2007","2007","100000HAB","Pour 100 000 habitants","0","Unités",,,0.33,,
"2","Grandes régions (TL2)","FRD","Normandie","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","F","Femmes","ALL","Toutes les régions","2003","2003","100000HAB","Pour 100 000 habitants","0","Unités",,,0.34,,
"2","Grandes régions (TL2)","FRD","Normandie","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","M","Hommes","ALL","Toutes les régions","2004","2004","100000HAB","Pour 100 000 habitants","0","Unités",,,0.419,,
"2","Grandes régions (TL2)","FRD","Normandie","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","M","Hommes","ALL","Toutes les régions","2010","2010","100000HAB","Pour 100 000 habitants","0","Unités",,,9.88,,
"2","Grandes régions (TL2)","FRE","Hauts-de-France","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","T","Total","ALL","Toutes les régions","2002","2002","100000HAB","Pour 100 000 habitants","0","Unités",,,9.152,,
"2","Grandes régions (TL2)","FRE","Hauts-de-France","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","T","Total","ALL","Toutes les régions","2002","2002","100000HAB","Pour 100 000 habitants","0","Unités",,,0.444,,
"2","Grandes régions (TL2)","FRE","Hauts-de-France","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","T","Total","ALL","Toutes les régions","2015","2015","100000HAB","Pour 100 000 habitants","0","Unités",,,9.216,,
"2","Grandes régions (TL2)","FRE","Hauts-de-France","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","M","Hommes","ALL","Toutes les régions","2011","2011","100000HAB","Pour 100 000 habitants","0","Unités",,,9.353,,
"2","Grandes régions (TL2)","FRF","Grand Est","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","T","Total","ALL","Toutes les régions","2007","2007","100000HAB","Pour 100 000 habitants","0","Unités",,,8.406,,
"2","Grandes régions (TL2)","FRF","Grand Est","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","F","Femmes","ALL","Toutes les régions","2001","2001","100000HAB","Pour 100 000 habitants","0","Unités",,,8.363,,
"2","Grandes régions (TL2)","FRF","Grand Est","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","F","Femmes","ALL","Toutes les régions","2002","2002","100000HAB","Pour 100 000 habitants","0","Unités",,,0.37,,
"2","Grandes régions (TL2)","FRF","Grand Est","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","F","Femmes","ALL","Toutes les régions","2014","2014","100000HAB","Pour 100 000 habitants","0","Unités",,,8.521,,
"2","Grandes régions (TL2)","FRF","Grand Est","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","M","Hommes","ALL","Toutes les régions","2009","2009","100000HAB","Pour 100 000 habitants","0","Unités",,,0.473,,
"2","Grandes régions (TL2)","FRG","Pays de la Loire","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","T","Total","ALL","Toutes les régions","2001","2001","100000HAB","Pour 100 000 habitants","0","Unités",,,8.806,,
"2","Grandes régions (TL2)","FRG","Pays de la Loire","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","T","Total","ALL","Toutes les régions","2008","2008","100000HAB","Pour 100 000 habitants","0","Unités",,,0.288,,
"2","Grandes régions (TL2)","FRG","Pays de la Loire","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","F","Femmes","ALL","Toutes les régions","2002","2002","100000HAB","Pour 100 000 habitants","0","Unités",,,8.253,,
"2","Grandes régions (TL2)","FRG","Pays de la Loire","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","F","Femmes","ALL","Toutes les régions","2008","2008","100000HAB","Pour 100 000 habitants","0","Unités",,,7.931,,
"2","Grandes régions (TL2)","FRG","Pays de la Loire","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","M","Hommes","ALL","Toutes les régions","2001","2001","100000HAB","Pour 100 000 habitants","0","Unités",,,9.37,,
"2","Grandes régions (TL2)","FRG","Pays de la Loire","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","M","Hommes","ALL","Toutes les régions","2008","2008","100000HAB","Pour 100 000 habitants","0","Unités",,,8.986,,
"2","Grandes régions (TL2)","FRH","Bretagne","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","T","Total","ALL","Toutes les régions","2001","2001","100000HAB","Pour 100 000 habitants","0","Unités",,,10.121,,
"2","Grandes régions (TL2)","FRH","Bretagne","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","T","Total","ALL","Toutes les régions","2008","2008","100000HAB","Pour 100 000 habitants","0","Unités",,,0.295,,
"2","Grandes régions (TL2)","FRH","Bretagne","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","T","Total","ALL","Toutes les régions","2010","2010","100000HAB","Pour 100 000 habitants","0","Unités",,,9.772,,
"2","Grandes régions (TL2)","FRH","Bretagne","DEATH_RA","      Taux de mortalité (décès pour 1000 habitants)","T","Total","ALL","Toutes les régions","2013","2013","100000HAB","Pour 100 000 habitants","0","Unités",,,10.031,,
"2","Grandes régions (TL2)","FRH","Bretagne","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","F","Femmes","ALL","Toutes les régions","2001","2001","100000HAB","Pour 100 000 habitants","0","Unités",,,0.36,,
"2","Grandes régions (TL2)","FRH","Bretagne","YOU_DEATH_RA","      Taux de mortalité des jeunes (décès des 0-14 ans pour 1000 habitants de la même tranche d'âge)","F","Femmes","ALL","Toutes les régions","2004","2004","100000HAB","Pour 100 000 habitants","0","Unités",,,0.31,,
