"TL","Echelle de Territoire et Typologie","REG_ID","Région","VAR","Indicateur","SEX","Genre","POS","Position","TIME","Année","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Grandes régions (TL2)","FRB","Centre - Val de Loire","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,1193,,
"2","Grandes régions (TL2)","FRC","Bourgogne-Franche-Comté","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,-934,,
"2","Grandes régions (TL2)","FRD","Normandie","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,-3161,,
"2","Grandes régions (TL2)","FRE","Hauts-de-France","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,89780,,
"2","Grandes régions (TL2)","FRE","Hauts-de-France","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,90222,,
"2","Grandes régions (TL2)","FRE","Hauts-de-France","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,89526,,
"2","Grandes régions (TL2)","FRH","Bretagne","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,48802,,
"2","Grandes régions (TL2)","FRH","Bretagne","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,49246,,
"2","Grandes régions (TL2)","FRH","Bretagne","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,49252,,
"2","Grandes régions (TL2)","FRI","Nouvelle-Aquitaine","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,85384,,
"2","Grandes régions (TL2)","FRI","Nouvelle-Aquitaine","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,86020,,
"2","Grandes régions (TL2)","FRI","Nouvelle-Aquitaine","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,85294,,
"2","Grandes régions (TL2)","FRK","Auvergne-Rhône-Alpes","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,17130,,
"3","Petites régions (TL3)","FRB03","Indre","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,153,,
"3","Petites régions (TL3)","FRC11","Côte-d'Or","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,15209,,
"3","Petites régions (TL3)","FRC11","Côte-d'Or","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,15017,,
"3","Petites régions (TL3)","FRC11","Côte-d'Or","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,15315,,
"3","Petites régions (TL3)","FRC13","Saône-et-Loire","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,-368,,
"3","Petites régions (TL3)","FRC14","Yonne","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,124,,
"3","Petites régions (TL3)","FRC14","Yonne","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,0.04,,
"3","Petites régions (TL3)","FRC21","Doubs","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,553,,
"3","Petites régions (TL3)","FRC21","Doubs","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,622,,
"3","Petites régions (TL3)","FRC22","Jura","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,7534,,
"3","Petites régions (TL3)","FRC22","Jura","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,7701,,
"3","Petites régions (TL3)","FRC22","Jura","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,7604,,
"3","Petites régions (TL3)","FRD21","Eure","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,17709,,
"3","Petites régions (TL3)","FRD21","Eure","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,17643,,
"3","Petites régions (TL3)","FRD21","Eure","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,17911,,
"3","Petites régions (TL3)","FRD13","Orne","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,-1065,,
"3","Petites régions (TL3)","FRE21","Aisne","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,37.18,,
"3","Petites régions (TL3)","FRE21","Aisne","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,36.85,,
"3","Petites régions (TL3)","FRE23","Somme","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,-96,,
"3","Petites régions (TL3)","FRE23","Somme","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,81,,
"3","Petites régions (TL3)","FRF31","Meurthe-et-Moselle","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,-1237,,
"3","Petites régions (TL3)","FRF32","Meuse","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,-1363,,
"3","Petites régions (TL3)","FRF33","Moselle","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,8253,,
"3","Petites régions (TL3)","FRF33","Moselle","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,7817,,
"3","Petites régions (TL3)","FRF33","Moselle","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,7861,,
"3","Petites régions (TL3)","FRF34","Vosges","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,6826,,
"3","Petites régions (TL3)","FRF34","Vosges","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,2837,,
"3","Petites régions (TL3)","FRF34","Vosges","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,6920,,
"3","Petites régions (TL3)","FRF34","Vosges","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,2852,,
"3","Petites régions (TL3)","FRF34","Vosges","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,6721,,
"3","Petites régions (TL3)","FRF34","Vosges","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,2771,,
"3","Petites régions (TL3)","FRG01","Loire-Atlantique","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,50.47,,
"3","Petites régions (TL3)","FRG01","Loire-Atlantique","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,49.83,,
"3","Petites régions (TL3)","FRG04","Sarthe","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,13450,,
"3","Petites régions (TL3)","FRG04","Sarthe","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,13144,,
"3","Petites régions (TL3)","FRG04","Sarthe","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,13383,,
"3","Petites régions (TL3)","FRH01","Côtes-d'Armor","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,0.45,,
"3","Petites régions (TL3)","FRH01","Côtes-d'Armor","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,2789,,
"3","Petites régions (TL3)","FRH01","Côtes-d'Armor","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,0.47,,
"3","Petites régions (TL3)","FRH01","Côtes-d'Armor","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,0.48,,
"3","Petites régions (TL3)","FRH03","Ille-et-Vilaine","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,6287,,
"3","Petites régions (TL3)","FRI32","Charente-Maritime","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,21610,,
"3","Petites régions (TL3)","FRI32","Charente-Maritime","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,21764,,
"3","Petites régions (TL3)","FRI32","Charente-Maritime","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,21989,,
"3","Petites régions (TL3)","FRI33","Deux-Sèvres","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,9800,,
"3","Petites régions (TL3)","FRI33","Deux-Sèvres","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,10035,,
"3","Petites régions (TL3)","FRI33","Deux-Sèvres","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,9609,,
"3","Petites régions (TL3)","FRI15","Pyrénées-Atlantiques","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,2468,,
"3","Petites régions (TL3)","FRI21","Corrèze","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,7195,,
"3","Petites régions (TL3)","FRI21","Corrèze","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,7007,,
"3","Petites régions (TL3)","FRI21","Corrèze","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,7380,,
"3","Petites régions (TL3)","FRJ21","Ariège","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,0.57,,
"3","Petites régions (TL3)","FRJ21","Ariège","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,31.02,,
"3","Petites régions (TL3)","FRJ22","Aveyron","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,6949,,
"3","Petites régions (TL3)","FRJ22","Aveyron","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,6961,,
"3","Petites régions (TL3)","FRJ22","Aveyron","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,6892,,
"3","Petites régions (TL3)","FRJ24","Gers","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,1060,,
"3","Petites régions (TL3)","FRJ24","Gers","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,0.56,,
"3","Petites régions (TL3)","FRK21","Ain","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,2342,,
"3","Petites régions (TL3)","FRK22","Ardèche","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,0.66,,
"3","Petites régions (TL3)","FRK23","Drôme","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,17423,,
"3","Petites régions (TL3)","FRK23","Drôme","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,17284,,
"3","Petites régions (TL3)","FRK23","Drôme","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,17050,,
"3","Petites régions (TL3)","FRK25","Loire","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,15591,,
"3","Petites régions (TL3)","FRK25","Loire","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,7091,,
"3","Petites régions (TL3)","FRK25","Loire","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,16239,,
"3","Petites régions (TL3)","FRK25","Loire","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,7451,,
"3","Petites régions (TL3)","FRK25","Loire","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,16288,,
"3","Petites régions (TL3)","FRK25","Loire","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,7568,,
"3","Petites régions (TL3)","FRK26","Rhône","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,-1452,,
"3","Petites régions (TL3)","FRK26","Rhône","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,93,,
"3","Petites régions (TL3)","FRK27","Savoie","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,5996,,
"3","Petites régions (TL3)","FRK27","Savoie","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,13300,,
"3","Petites régions (TL3)","FRK27","Savoie","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,5945,,
"3","Petites régions (TL3)","FRK27","Savoie","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,13290,,
"3","Petites régions (TL3)","FRK27","Savoie","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,5962,,
"3","Petites régions (TL3)","FRK27","Savoie","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,13204,,
"3","Petites régions (TL3)","FRL02","Hautes-Alpes","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,33.41,,
"3","Petites régions (TL3)","FRL02","Hautes-Alpes","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,32.84,,
"3","Petites régions (TL3)","FRL03","Alpes-Maritimes","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,-1340,,
"3","Petites régions (TL3)","FRL05","Var","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,26620,,
"3","Petites régions (TL3)","FRL05","Var","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,3154,,
"3","Petites régions (TL3)","FRL05","Var","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,27036,,
"3","Petites régions (TL3)","FRL05","Var","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,26888,,
"3","Petites régions (TL3)","FRL06","Vaucluse","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,-0.13,,
"3","Petites régions (TL3)","FRL06","Vaucluse","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,-272,,
"3","Petites régions (TL3)","FRL06","Vaucluse","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,-0.05,,
"3","Petites régions (TL3)","FRM01","Corse-du-Sud","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,873,,
"3","Petites régions (TL3)","FRM01","Corse-du-Sud","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,898,,
"3","Petites régions (TL3)","FRM01","Corse-du-Sud","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,882,,
"3","Petites régions (TL3)","FRM02","Haute-Corse","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,4633,,
"3","Petites régions (TL3)","FRM02","Haute-Corse","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,4806,,
"3","Petites régions (TL3)","FRM02","Haute-Corse","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,4925,,
"3","Petites régions (TL3)","FR102","Seine-et-Marne","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,15864,,
"3","Petites régions (TL3)","FR102","Seine-et-Marne","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,15489,,
"3","Petites régions (TL3)","FR102","Seine-et-Marne","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,-1519,,
"3","Petites régions (TL3)","FR102","Seine-et-Marne","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,15193,,
"3","Petites régions (TL3)","FR104","Essonne","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,40149,,
"3","Petites régions (TL3)","FR104","Essonne","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,40280,,
"3","Petites régions (TL3)","FR104","Essonne","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,39432,,
"3","Petites régions (TL3)","FR105","Hauts-de-Seine","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,33255,,
"3","Petites régions (TL3)","FR105","Hauts-de-Seine","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,33230,,
"3","Petites régions (TL3)","FR105","Hauts-de-Seine","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,32991,,
"3","Petites régions (TL3)","FR107","Val-de-Marne","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,-7369,,
"3","Petites régions (TL3)","FR108","Val-d'Oise","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,-0.54,,
